xxxx	xxxx	Part	Status	PDF	Comment	#N/A						SE	SE_URL
80371		80371	Found	C:\tools\rohs-automation\output_files\delock\80371_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/17/0/8/687287/deloc_/auto/80371_eu_conform.pdf	No					67020	http://download.siliconexpert.com/pdfs2/2023/5/9/16/1/31/401227/deloc_/auto/67020_eu_conform.pdf
65902		65902	NotFound		PartNumber Not Found	#N/A						80113	http://download.siliconexpert.com/pdfs2/2022/4/18/8/31/59/449839/deloc_/auto/80113_eu_conform.pdf
87027		87027	Found	C:\tools\rohs-automation\output_files\delock\87027_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/9/18/34/313645/deloc_/auto/87027_eu_conform.pdf	No					80218	http://download.siliconexpert.com/pdfs2/2023/5/12/2/12/26/141397/deloc_/auto/80218_eu_conform.pdf
18347		18347	NotFound		PartNumber Not Found	#N/A						80146	http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/35/454655/deloc_/auto/80146_eu_conform-6c.pdf
89690		89690	NotFound		PartNumber Not Found	http://download.siliconexpert.com/pdfs2/2022/1/4/7/38/53/654849/deloc_/auto/89690_eu_conform.pdf						80217	http://download.siliconexpert.com/pdfs2/2023/5/12/2/12/26/565288/deloc_/auto/80217_eu_conform.pdf
88092		88092	NotFound		PartNumber Not Found	#N/A						80148	http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/39/541290/deloc_/auto/80148_eu_conform-6c.pdf
80301		80301	Found	C:\tools\rohs-automation\output_files\delock\80301_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/8/21/0/42/23/106180/deloc_/auto/80301_eu_conform.pdf	No					80318	http://download.siliconexpert.com/pdfs2/2024/1/12/9/17/21/402757/deloc_/auto/80318_eu_conform.pdf
66732		66732	NotFound		PartNumber Not Found	#N/A						80311	http://download.siliconexpert.com/pdfs2/2024/1/13/5/2/30/105502/deloc_/auto/80311_eu_conform.pdf
88118		88118	Found	C:\tools\rohs-automation\output_files\delock\88118_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/12/6/20/37/14/16162/deloc_/auto/88118_eu_conform.pdf	No					80322	http://download.siliconexpert.com/pdfs2/2024/1/12/9/17/40/610415/deloc_/auto/80322_eu_conform.pdf
60464		60464	NotFound		PartNumber Not Found	#N/A						80182	http://download.siliconexpert.com/pdfs2/2023/6/6/14/53/35/875568/deloc_/auto/80182_eu_conform.pdf
80429		80429	NotFound		PartNumber Not Found	#N/A						80301	http://download.siliconexpert.com/pdfs2/2023/8/21/0/42/23/106180/deloc_/auto/80301_eu_conform.pdf
80427		80427	NotFound		PartNumber Not Found	#N/A						80147	http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/37/495216/deloc_/auto/80147_eu_conform-6c.pdf
60597		60597	NotFound		PartNumber Not Found	#N/A						80314	http://download.siliconexpert.com/pdfs2/2024/1/13/5/2/35/792820/deloc_/auto/80314_eu_conform.pdf
80418		80418	Found	C:\tools\rohs-automation\output_files\delock\80418_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/3/29/12/16/20/171271/deloc_/auto/80418_eu_conform.pdf	No					80326	http://download.siliconexpert.com/pdfs2/2024/1/13/5/5/5/393801/deloc_/auto/80326_eu_conform.pdf
67021		67021	NotFound		PartNumber Not Found	#N/A						80323	http://download.siliconexpert.com/pdfs2/2024/1/13/5/4/54/449462/deloc_/auto/80323_eu_conform.pdf
60593		60593	NotFound		PartNumber Not Found	#N/A						80338	http://download.siliconexpert.com/pdfs2/2024/1/13/5/7/41/26743/deloc_/auto/80338_eu_conform.pdf
19098		19098	NotFound		PartNumber Not Found	#N/A						80328	http://download.siliconexpert.com/pdfs2/2024/1/13/5/5/10/24631/deloc_/auto/80328_eu_conform.pdf
87042		87042	Found	C:\tools\rohs-automation\output_files\delock\87042_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/8/15/11/157750/deloc_/auto/87042_eu_conform.pdf	No						
80493		80493	Found	C:\tools\rohs-automation\output_files\delock\80493_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/2/28/15/27/7/74753/deloc_/auto/80493_eu_conform.pdf	No						
66551		66551	Found	C:\tools\rohs-automation\output_files\delock\66551_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/8/20/5/4/10/367797/deloc_/auto/66551_eu_conform.pdf	No						
85397		85397	Found	C:\tools\rohs-automation\output_files\delock\85397_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/8/20/16/28/33/47290/deloc_/auto/85397_eu_conform.pdf	No						
89965		89965	NotFound		PartNumber Not Found	#N/A							
67029		67029	NotFound		PartNumber Not Found	#N/A							
80318		80318	Found	C:\tools\rohs-automation\output_files\delock\80318_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/12/9/17/21/402757/deloc_/auto/80318_eu_conform.pdf	No						
80806		80806	NotFound		PartNumber Not Found	#N/A							
88212		88212	Found	C:\tools\rohs-automation\output_files\delock\88212_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/8/58/33/759499/deloc_/auto/88212_eu_conform.pdf	No						
18452		18452	NotFound		PartNumber Not Found	#N/A							
66676		66676	NotFound		PartNumber Not Found	#N/A							
80113		80113	Found	C:\tools\rohs-automation\output_files\delock\80113_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/8/31/59/449839/deloc_/auto/80113_eu_conform.pdf	No						
80444		80444	NotFound		PartNumber Not Found	#N/A							
80146		80146	Found	C:\tools\rohs-automation\output_files\delock\80146_EU_conform-6c.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/35/454655/deloc_/auto/80146_eu_conform-6c.pdf	6.c						
80311		80311	Found	C:\tools\rohs-automation\output_files\delock\80311_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/5/2/30/105502/deloc_/auto/80311_eu_conform.pdf	No						
80364		80364	Found	C:\tools\rohs-automation\output_files\delock\80364_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/16/59/51/125728/deloc_/auto/80364_eu_conform.pdf	No						
90176		90176	Found	C:\tools\rohs-automation\output_files\delock\90176_EU_conform-6c.pdf		http://download.siliconexpert.com/pdfs2/2024/2/28/16/14/22/655223/deloc_/auto/90176_eu_conform-6c.pdf	6.c						
19557		19557	NotFound		PartNumber Not Found	#N/A							
80426		80426	NotFound		PartNumber Not Found	#N/A							
80424		80424	NotFound		PartNumber Not Found	#N/A							
80147		80147	Found	C:\tools\rohs-automation\output_files\delock\80147_EU_conform-6c.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/37/495216/deloc_/auto/80147_eu_conform-6c.pdf	6.c						
87893		87893	Found	C:\tools\rohs-automation\output_files\delock\87893_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/8/21/0/50/22/274536/deloc_/auto/87893_eu_conform.pdf	No						
80328		80328	Found	C:\tools\rohs-automation\output_files\delock\80328_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/5/5/10/24631/deloc_/auto/80328_eu_conform.pdf	No						
80387		80387	Found	C:\tools\rohs-automation\output_files\delock\80387_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/17/0/19/825519/deloc_/auto/80387_eu_conform.pdf	No						
60615		60615	NotFound		PartNumber Not Found	#N/A							
67020		67020	Found	C:\tools\rohs-automation\output_files\delock\67020_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/16/1/31/401227/deloc_/auto/67020_eu_conform.pdf	No						
80326		80326	Found	C:\tools\rohs-automation\output_files\delock\80326_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/5/5/5/393801/deloc_/auto/80326_eu_conform.pdf	No						
80314		80314	Found	C:\tools\rohs-automation\output_files\delock\80314_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/5/2/35/792820/deloc_/auto/80314_eu_conform.pdf	No						
80182		80182	Found	C:\tools\rohs-automation\output_files\delock\80182_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/6/6/14/53/35/875568/deloc_/auto/80182_eu_conform.pdf	No						
80323		80323	Found	C:\tools\rohs-automation\output_files\delock\80323_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/1/13/5/4/54/449462/deloc_/auto/80323_eu_conform.pdf	No						
80148		80148	Found	C:\tools\rohs-automation\output_files\delock\80148_EU_conform-6c.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/15/26/39/541290/deloc_/auto/80148_eu_conform-6c.pdf	6.c						
90174		90174	Found	C:\tools\rohs-automation\output_files\delock\90174_EU_conform-6c.pdf		http://download.siliconexpert.com/pdfs2/2024/2/28/16/13/58/676931/deloc_/auto/90174_eu_conform-6c.pdf	6.c						
19619		19619	NotFound		PartNumber Not Found	#N/A							
20947		20947	NotFound		PartNumber Not Found	#N/A							
83515		83515	Found	C:\tools\rohs-automation\output_files\delock\83515_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/1/4/7/24/52/88695/deloc_/auto/83515_eu_conform.pdf	No						
19515		19515	NotFound		PartNumber Not Found	#N/A							
18895		18895	NotFound		PartNumber Not Found	#N/A							
19727		19727	NotFound		PartNumber Not Found	#N/A							
83514		83514	Found	C:\tools\rohs-automation\output_files\delock\83514_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/1/4/7/24/51/728914/deloc_/auto/83514_eu_conform.pdf	No						
20834		20834	NotFound		PartNumber Not Found	#N/A							
20804		20804	NotFound		PartNumber Not Found	#N/A							
66870		66870	Found	C:\tools\rohs-automation\output_files\delock\66870_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/22/16/41/756183/deloc_/auto/66870_eu_conform.pdf	No						
64053		64053	Found	C:\tools\rohs-automation\output_files\delock\64053_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/6/7/1/58/27/789773/deloc_/auto/64053_eu_conform.pdf	No						
18934		18934	NotFound		PartNumber Not Found	#N/A							
80416		80416	NotFound		PartNumber Not Found	#N/A							
20829		20829	NotFound		PartNumber Not Found	#N/A							
11484		11484	NotFound		PartNumber Not Found	#N/A							
88136		88136	NotFound		PartNumber Not Found	#N/A							
64235		64235	Found	C:\tools\rohs-automation\output_files\delock\64235_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/8/21/0/49/59/398784/deloc_/auto/64235_eu_conform.pdf	No						
20820		20820	NotFound		PartNumber Not Found	#N/A							
66073		66073	Found	C:\tools\rohs-automation\output_files\delock\66073_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/3/26/18/12/7/400993/deloc_/auto/66073_eu_conform.pdf	No						
66872		66872	Found	C:\tools\rohs-automation\output_files\delock\66872_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/22/16/47/890919/deloc_/auto/66872_eu_conform.pdf	No						
80476		80476	Found	C:\tools\rohs-automation\output_files\delock\80476_EU_conforn.pdf		http://download.siliconexpert.com/pdfs2/2024/3/29/10/1/39/767802/deloc_/auto/80476_eu_conforn.pdf	No						
20833		20833	NotFound		PartNumber Not Found	#N/A							
18931		18931	NotFound		PartNumber Not Found	#N/A							
20838		20838	NotFound		PartNumber Not Found	#N/A							
80437		80437	NotFound		PartNumber Not Found	#N/A							
85766		85766	Found	C:\tools\rohs-automation\output_files\delock\85766_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/8/59/3/94782/deloc_/auto/85766_eu_conform.pdf	No						
62431		62431	NotFound		PartNumber Not Found	http://download.siliconexpert.com/pdfs2/2023/8/20/23/52/3/934285/deloc_/auto/62431_eu_conform-6c7c-i.pdf							
86825		86825	Found	C:\tools\rohs-automation\output_files\delock\86825_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/11/11/18/46/17/383805/deloc_/auto/86825_eu_conform.pdf	No						
20837		20837	NotFound		PartNumber Not Found	#N/A							
19111		19111	NotFound		PartNumber Not Found	#N/A							
80474		80474	NotFound		PartNumber Not Found	#N/A							
88097		88097	NotFound		PartNumber Not Found	#N/A							
80641		80641	Found	C:\tools\rohs-automation\output_files\delock\80641_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/12/24/14/44/15/7067760492/deloc_/manual/80641_eu_conform.pdf	No						
80912		80912	Found	C:\tools\rohs-automation\output_files\delock\80912_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/10/26/3/26/10/45657/deloc_/manual/80912_eu_conform.pdf	No						
80625		80625	Found	C:\tools\rohs-automation\output_files\delock\80625_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/12/24/14/44/12/6863635810/deloc_/manual/80625_eu_conform.pdf	No						
62520		62520	NotFound		Product Tab Not found	http://download.siliconexpert.com/pdfs2/2022/1/4/7/20/24/327249/deloc_/auto/62520_eu_conform.pdf							
86220		86220	Found	C:\tools\rohs-automation\output_files\delock\86220_EU_conform-6c+7a.pdf		http://download.siliconexpert.com/pdfs2/2024/2/29/8/22/3/703706/deloc_/auto/86220_eu_conform-6c7a.pdf	7.c-I						
80854		80854	Found	C:\tools\rohs-automation\output_files\delock\80854_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/10/26/3/15/44/766178/deloc_/manual/80854_eu_conform.pdf	No						
20895		20895	NotFound		PartNumber Not Found	#N/A							
82682		82682	Found	C:\tools\rohs-automation\output_files\delock\82682_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2021/9/15/17/20/25/212818/deloc_/auto/82682_eu_conform.pdf	No						
67091		67091	NotFound		PartNumber Not Found	#N/A							
80467		80467	NotFound		PartNumber Not Found	#N/A							
67073		67073	NotFound		PartNumber Not Found	#N/A							
82680		82680	Found	C:\tools\rohs-automation\output_files\delock\82680_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2021/9/15/17/21/29/46411/deloc_/auto/82680_eu_conform.pdf	No						
67080		67080	NotFound		PartNumber Not Found	#N/A							
67081		67081	NotFound		PartNumber Not Found	#N/A							
80026		80026	Found	C:\tools\rohs-automation\output_files\delock\80026_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/2/28/18/6/23/811881/deloc_/auto/80026_eu_conform.pdf	No						
20868		20868	NotFound		PartNumber Not Found	#N/A							
81008		81008	Found	C:\tools\rohs-automation\output_files\delock\81008_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/8/18/21/7/7/390589/deloc_/auto/81008_eu_conform.pdf	No						
85504		85504	Found	C:\tools\rohs-automation\output_files\delock\85504_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2023/5/9/8/26/44/776100/deloc_/auto/85504_eu_conform.pdf	No						
64107		64107	NotFound		PartNumber Not Found	#N/A							
80576		80576	NotFound		PartNumber Not Found	#N/A							
67141		67141	NotFound		PartNumber Not Found	#N/A							
67126		67126	NotFound		PartNumber Not Found	#N/A							
87949		87949	NotFound		PartNumber Not Found	#N/A							
81122		81122	NotFound		PartNumber Not Found	#N/A							
80575		80575	NotFound		PartNumber Not Found	#N/A							
64097		64097	NotFound		PartNumber Not Found	#N/A							
83002		83002	Found	C:\tools\rohs-automation\output_files\delock\83002_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/1/4/7/24/31/495825/deloc_/auto/83002_eu_conform.pdf	No						
80574		80574	NotFound		PartNumber Not Found	#N/A							
60659		60659	NotFound		PartNumber Not Found	#N/A							
80620		80620	Found	C:\tools\rohs-automation\output_files\delock\80620_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/8/18/21/8/23/754136/deloc_/auto/80620_eu_conform.pdf	No						
90642		90642	Found	C:\tools\rohs-automation\output_files\delock\90642_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/12/24/14/44/15/7069907713/deloc_/manual/90642_eu_conform.pdf	No						
80604		80604	Found	C:\tools\rohs-automation\output_files\delock\80604_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2024/8/18/17/46/15/270358/deloc_/auto/80604_eu_conform.pdf	No						
66670		66670	NotFound		PartNumber Not Found	#N/A							
64170		64170	Found	C:\tools\rohs-automation\output_files\delock\64170_EU_conform.pdf		http://download.siliconexpert.com/pdfs2/2022/4/18/22/17/6/756248/deloc_/auto/64170_eu_conform.pdf	No						
90113		90113	NotFound		PartNumber Not Found	#N/A							
81428		81428	NotFound		Product Tab Not found	#N/A							
			NotFound		Product Tab Not found								
			NotFound		Product Tab Not found								
